StartDate	Size	Minutes	Server
05/10/2022 00:10:46	19931136	0	S1P-NEG-SQL
05/09/2022 00:10:50	19801088	0	S1P-NEG-SQL
05/08/2022 00:10:32	19801088	0	S1P-NEG-SQL
05/07/2022 00:10:45	19801088	0	S1P-NEG-SQL
05/06/2022 00:10:37	19931136	0	S1P-NEG-SQL
05/05/2022 00:10:35	19996672	0	S1P-NEG-SQL
05/04/2022 00:10:46	19931136	0	S1P-NEG-SQL
05/03/2022 00:10:43	19931136	0	S1P-NEG-SQL
05/02/2022 00:10:41	19801088	0	S1P-NEG-SQL
05/01/2022 00:11:05	19801088	0	S1P-NEG-SQL
04/30/2022 00:10:32	19931136	0	S1P-NEG-SQL
04/29/2022 00:10:49	19931136	0	S1P-NEG-SQL
04/28/2022 00:10:32	19996672	0	S1P-NEG-SQL
04/27/2022 00:10:41	19931136	0	S1P-NEG-SQL
04/26/2022 00:10:51	19931136	0	S1P-NEG-SQL
04/25/2022 00:10:41	19801088	0	S1P-NEG-SQL
04/24/2022 00:10:46	19801088	0	S1P-NEG-SQL
04/23/2022 00:10:50	19801088	0	S1P-NEG-SQL
04/22/2022 00:10:36	19931136	0	S1P-NEG-SQL
04/21/2022 00:10:42	19931136	0	S1P-NEG-SQL
04/20/2022 00:10:48	19931136	0	S1P-NEG-SQL
04/19/2022 00:10:38	19931136	0	S1P-NEG-SQL
04/18/2022 00:10:33	19801088	0	S1P-NEG-SQL
04/17/2022 00:10:46	19931136	0	S1P-NEG-SQL
04/16/2022 00:10:55	19801088	0	S1P-NEG-SQL
04/15/2022 00:10:39	19801088	0	S1P-NEG-SQL
04/14/2022 00:10:39	19931136	0	S1P-NEG-SQL
04/13/2022 00:11:03	19931136	0	S1P-NEG-SQL
04/12/2022 00:10:45	19931136	0	S1P-NEG-SQL
04/11/2022 00:10:58	19801088	0	S1P-NEG-SQL
